"codigoestacion","codigosensor","fechaobservacion","valorobservado","nombreestacion","departamento","municipio","zonahidrografica","latitud","longitud","descripcionsensor","unidadmedida"
"0026125508","0103","2023-07-29T02:40:00.000","0","LACATALINA  - AUT","RISARALDA","PEREIRA","CAUCA","4.7475","-75.73805556","Velocidad Viento (10 min)","m/s"
"0026145504","0103","2023-07-29T17:30:00.000","2.014404","OSPIRMA  - AUT","RISARALDA","GUÁTICA","CAUCA","5.325552778","-75.812775","Velocidad Viento (10 min)","m/s"
"0044015501","0103","2023-07-29T18:00:00.000","0","MOCOA  - AUT","PUTUMAYO","MOCOA","CAQUETÁ","1.084997222","-76.70763889","Velocidad Viento (10 min)","m/s"
"0035215020","0103","2023-07-29T19:30:00.000","0.7","APTO YOPAL","CASANARE","YOPAL","META","5.32","-72.388","Velocidad Viento (10 min)","m/s"
"0021055501","0103","2023-07-29T09:20:00.000","2.209072","SIMON CAMPOS  - AUT","HUILA","LA PLATA","ALTO MAGDALENA","2.345830556","-75.87805556","Velocidad Viento (10 min)","m/s"
"0052055090","0103","2023-07-29T08:10:00.000","3.8","SINDAGUA","NARIÑO","TANGUA","PATÍA","1.108","-77.389","Velocidad Viento (10 min)","m/s"
"0011030010","0103","2023-07-29T01:20:00.000","1.5","PR CHOCO: CERTEGUI","CHOCÓ","CÉRTEGUI","ATRATO - DARIÉN","5.375","-76.613","Velocidad Viento (10 min)","m/s"
"0026175501","0103","2023-07-29T20:20:00.000","0.2936299","RAFAEL ESCOBAR  - AUT","CALDAS","SUPIA","CAUCA","5.45","-75.63305556","Velocidad Viento (10 min)","m/s"
"0026135503","0103","2023-07-29T01:10:00.000","0.05115342","NARANJAL  - AUT","CALDAS","CHINCHINA","CAUCA","4.971944444","-75.65221944","Velocidad Viento (10 min)","m/s"
"0026165501","0103","2023-07-29T19:45:00.000","2.146319","EL CIPRES  - AUT","CALDAS","SALAMINA","CAUCA","5.433333333","-75.5","Velocidad Viento (10 min)","m/s"
"2201500047","0103","2023-07-29T05:30:00.000","1.5","HERRERA - AUT","TOLIMA","PLANADAS","SALDAÑA","3.284138889","-75.80245","Velocidad Viento (10 min)","m/s"
"0021185501","0103","2023-07-29T15:55:00.000","1.839737","ROVIRA  - AUT","TOLIMA","ROVIRA","ALTO MAGDALENA","4.266666667","-75.28305556","Velocidad Viento (10 min)","m/s"
"0024055501","0103","2023-07-29T03:00:00.000","2.880583","CHUCURI  - AUT","SANTANDER","SAN VICENTE DE CHUCURÍ","SOGAMOSO","6.863566667","-73.38411667","Velocidad Viento (10 min)","m/s"
"0044015501","0103","2023-07-29T06:05:00.000","1.562331","MOCOA  - AUT","PUTUMAYO","MOCOA","CAQUETÁ","1.084997222","-76.70763889","Velocidad Viento (10 min)","m/s"
"0026165501","0103","2023-07-29T17:50:00.000","2.287642","EL CIPRES  - AUT","CALDAS","SALAMINA","CAUCA","5.433333333","-75.5","Velocidad Viento (10 min)","m/s"
"0024055501","0103","2023-07-29T19:35:00.000","2.799212","CHUCURI  - AUT","SANTANDER","SAN VICENTE DE CHUCURÍ","SOGAMOSO","6.863566667","-73.38411667","Velocidad Viento (10 min)","m/s"
"0035225030","0103","2023-07-29T19:10:00.000","2.5","PERENCO: MODULOS","CASANARE","OROCUÉ","META","4.91","-71.433","Velocidad Viento (10 min)","m/s"
"0026145501","0103","2023-07-29T09:15:00.000","3.343987","APIA  - AUT","RISARALDA","APÍA","CAUCA","5.105055556","-75.93305556","Velocidad Viento (10 min)","m/s"
"0016025503","0103","2023-07-29T22:30:00.000","0.7622699","GRAMALOTE  - AUT","NORTE DE SANTANDER","GRAMALOTE","CATATUMBO","7.923163889","-72.83375556","Velocidad Viento (10 min)","m/s"
"0026165501","0103","2023-07-29T17:20:00.000","2.689217","EL CIPRES  - AUT","CALDAS","SALAMINA","CAUCA","5.433333333","-75.5","Velocidad Viento (10 min)","m/s"
"0048015050","0103","2023-07-29T09:40:00.000","1.3","AEROPUERTO VASQUEZ COBO","AMAZONAS","LETICIA","AMAZONAS - DIRECTOS","-4.193861111","-69.94091667","Velocidad Viento (10 min)","m/s"
"0022045502","0103","2023-07-29T22:35:00.000","0.4146326","EL RUBY  - AUT","TOLIMA","PLANADAS","SALDAÑA","3.95","-75.66666667","Velocidad Viento (10 min)","m/s"
"0023025040","0103","2023-07-29T16:20:00.000","2.1","ALBANIA","TOLIMA","MARIQUITA","MEDIO MAGDALENA","5.286","-74.903","Velocidad Viento (10 min)","m/s"
"0026175501","0103","2023-07-29T02:15:00.000","0.6375132","RAFAEL ESCOBAR  - AUT","CALDAS","SUPIA","CAUCA","5.45","-75.63305556","Velocidad Viento (10 min)","m/s"
"0021205502","0103","2023-07-29T04:00:00.000","0","MISIONES  - AUT","CUNDINAMARCA","EL COLEGIO","ALTO MAGDALENA","4.544997222","-74.44055556","Velocidad Viento (10 min)","m/s"
"0024055501","0103","2023-07-29T07:05:00.000","2.494909","CHUCURI  - AUT","SANTANDER","SAN VICENTE DE CHUCURÍ","SOGAMOSO","6.863566667","-73.38411667","Velocidad Viento (10 min)","m/s"
"0015015100","0103","2023-07-29T05:40:00.000","0.6","PARQUE TAYRONA","MAGDALENA","SANTA MARTA","CARIBE - GUAJIRA","11.31","-73.933","Velocidad Viento (10 min)","m/s"
"0028025502","0103","2023-07-29T09:50:00.000","3.6","APTO ALFONSO LOPEZ","CESAR","VALLEDUPAR","CESAR","10.436","-73.248","Velocidad Viento (10 min)","m/s"
"0022025501","0103","2023-07-29T05:05:00.000","0","ATACO  - AUT","TOLIMA","ATACO","SALDAÑA","3.416666667","-75.63305556","Velocidad Viento (10 min)","m/s"
"0026135503","0103","2023-07-29T00:35:00.000","0","NARANJAL  - AUT","CALDAS","CHINCHINA","CAUCA","4.971944444","-75.65221944","Velocidad Viento (10 min)","m/s"
"0026125061","0103","2023-07-29T05:40:00.000","1.5","APTO EL EDEN","QUINDÍO","ARMENIA","CAUCA","4.455","-75.766","Velocidad Viento (10 min)","m/s"
"0044055010","0103","2023-07-29T20:30:00.000","5.1","TRES ESQUINAS","CAQUETA","SOLANO","CAQUETÁ","0.738","-75.236","Velocidad Viento (10 min)","m/s"
"0021185501","0103","2023-07-29T22:00:00.000","0.2923761","ROVIRA  - AUT","TOLIMA","ROVIRA","ALTO MAGDALENA","4.266666667","-75.28305556","Velocidad Viento (10 min)","m/s"
"0017025020","0103","2023-07-29T09:10:00.000","5.8","AEROPUERTO EL EMBRUJO","ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA","SAN ANDRES Y  PROVIDENCIA (SANTA ISABEL)","ISLAS CARIBE","13.36","-81.358","Velocidad Viento (10 min)","m/s"
"0028045501","0103","2023-07-29T02:40:00.000","0","PUEBLO BELLO  - AUT","CESAR","PUEBLO BELLO","CESAR","10.42166667","-73.57471944","Velocidad Viento (10 min)","m/s"
"0029045000","0103","2023-07-29T20:10:00.000","2","SABANALARGA TX GPRS","ATLÁNTICO","SABANALARGA","BAJO MAGDALENA","10.637","-74.919","Velocidad Viento (10 min)","m/s"
"0026155502","0103","2023-07-29T04:40:00.000","0","CENICAFE  - AUT","CALDAS","MANIZALES","CAUCA","4.991111111","-75.59749722","Velocidad Viento (10 min)","m/s"
"0026125506","0103","2023-07-29T23:20:00.000","0","EL AGRADO  - AUT","QUINDÍO","MONTENEGRO","CAUCA","4.518333333","-75.7925","Velocidad Viento (10 min)","m/s"
"0026185501","0103","2023-07-29T02:00:00.000","1.135952","SONSON  - AUT","ANTIOQUIA","SONSÓN","CAUCA","5.677719444","-75.34780556","Velocidad Viento (10 min)","m/s"
"0044015501","0103","2023-07-29T05:55:00.000","2.463085","MOCOA  - AUT","PUTUMAYO","MOCOA","CAQUETÁ","1.084997222","-76.70763889","Velocidad Viento (10 min)","m/s"
"0026165501","0103","2023-07-29T07:45:00.000","0.2249153","EL CIPRES  - AUT","CALDAS","SALAMINA","CAUCA","5.433333333","-75.5","Velocidad Viento (10 min)","m/s"
"3526500201","0103","2023-07-29T08:20:00.000","0.8","LA PRIMAVERA","VICHADA","LA PRIMAVERA","ORINOCO","5.48088889","-70.42130556","Velocidad Viento (10 min)","m/s"
"0044015060","0103","2023-07-29T06:50:00.000","2.2","ACUEDUCTO MOCOA - AUT","PUTUMAYO","MOCOA","CAQUETÁ","1.157333333","-76.65183333","Velocidad Viento (10 min)","m/s"
"0021015502","0103","2023-07-29T19:05:00.000","0","SAN AGUSTIN  - AUT","HUILA","SAN AGUSTÍN","ALTO MAGDALENA","1.851416667","-76.30433056","Velocidad Viento (10 min)","m/s"
"2201500047","0103","2023-07-29T12:20:00.000","2.2","HERRERA - AUT","TOLIMA","PLANADAS","SALDAÑA","3.284138889","-75.80245","Velocidad Viento (10 min)","m/s"
"0035235010","0103","2023-07-29T02:00:00.000","4.3","CARDON EL","BOYACÁ","SOCOTÁ","META","6.012","-72.529","Velocidad Viento (10 min)","m/s"
"0021015502","0103","2023-07-29T20:30:00.000","0","SAN AGUSTIN  - AUT","HUILA","SAN AGUSTÍN","ALTO MAGDALENA","1.851416667","-76.30433056","Velocidad Viento (10 min)","m/s"
"0021215501","0103","2023-07-29T06:15:00.000","0.206165","ESPERANZA LA  - AUT","TOLIMA","IBAGUÉ","ALTO MAGDALENA","4.45","-75.25","Velocidad Viento (10 min)","m/s"
"0021065501","0103","2023-07-29T15:20:00.000","0","JORGE VILLAMIL  - AUT","HUILA","GIGANTE","ALTO MAGDALENA","2.325552778","-75.50972222","Velocidad Viento (10 min)","m/s"
"0052015501","0103","2023-07-29T01:15:00.000","1.076559","BALBOA  - AUT","CAUCA","BALBOA","PATÍA","2.125191667","-77.19266667","Velocidad Viento (10 min)","m/s"
"0023085501","0103","2023-07-29T07:25:00.000","0","COCORNA  - AUT","ANTIOQUIA","COCORNÁ","MEDIO MAGDALENA","6.061941667","-75.18666667","Velocidad Viento (10 min)","m/s"
"0026135502","0103","2023-07-29T23:00:00.000","0.7121076","EL JAZMIN  - AUT","RISARALDA","SANTA ROSA DE CABAL","CAUCA","4.911944444","-75.62416389","Velocidad Viento (10 min)","m/s"
"0026125502","0103","2023-07-29T23:25:00.000","1.290615","CAICEDONIA  - AUT","VALLE DEL CAUCA","CAICEDONIA","CAUCA","4.297558333","-75.86396111","Velocidad Viento (10 min)","m/s"
"0026145501","0103","2023-07-29T00:10:00.000","4.684091","APIA  - AUT","RISARALDA","APÍA","CAUCA","5.105055556","-75.93305556","Velocidad Viento (10 min)","m/s"
"0026215501","0103","2023-07-29T13:20:00.000","2.273418","CONCORDIA  - AUT","ANTIOQUIA","CONCORDIA","CAUCA","6.042441667","-75.92149722","Velocidad Viento (10 min)","m/s"
"0024015501","0103","2023-07-29T23:35:00.000","0","BERTHA  - AUT","BOYACÁ","MONIQUIRÁ","SOGAMOSO","5.882777778","-73.57333056","Velocidad Viento (10 min)","m/s"
"0024015501","0103","2023-07-29T10:45:00.000","1.267803","BERTHA  - AUT","BOYACÁ","MONIQUIRÁ","SOGAMOSO","5.882777778","-73.57333056","Velocidad Viento (10 min)","m/s"
"0021115501","0103","2023-07-29T09:45:00.000","0.01477472","TELLO  - AUT","HUILA","TELLO","ALTO MAGDALENA","2.960666667","-75.02849722","Velocidad Viento (10 min)","m/s"
"0026155502","0103","2023-07-29T02:30:00.000","1.264588","CENICAFE  - AUT","CALDAS","MANIZALES","CAUCA","4.991111111","-75.59749722","Velocidad Viento (10 min)","m/s"
"0026135503","0103","2023-07-29T14:30:00.000","0.4139152","NARANJAL  - AUT","CALDAS","CHINCHINA","CAUCA","4.971944444","-75.65221944","Velocidad Viento (10 min)","m/s"
"0026125508","0103","2023-07-29T23:00:00.000","0","LACATALINA  - AUT","RISARALDA","PEREIRA","CAUCA","4.7475","-75.73805556","Velocidad Viento (10 min)","m/s"
"0023025502","0103","2023-07-29T16:25:00.000","3.00004","ALMACAFE LETRAS  - AUT","CALDAS","MANIZALES","MEDIO MAGDALENA","5.044997222","-75.33221944","Velocidad Viento (10 min)","m/s"
"0052050060","0103","2023-07-29T20:00:00.000","2.5","RIO BOBO","NARIÑO","PASTO","PATÍA","1.099","-77.3","Velocidad Viento (10 min)","m/s"
"0021215501","0103","2023-07-29T09:00:00.000","1.228294","ESPERANZA LA  - AUT","TOLIMA","IBAGUÉ","ALTO MAGDALENA","4.45","-75.25","Velocidad Viento (10 min)","m/s"
"0026155502","0103","2023-07-29T16:35:00.000","0.2641123","CENICAFE  - AUT","CALDAS","MANIZALES","CAUCA","4.991111111","-75.59749722","Velocidad Viento (10 min)","m/s"
"0026215501","0103","2023-07-29T01:15:00.000","3.21562","CONCORDIA  - AUT","ANTIOQUIA","CONCORDIA","CAUCA","6.042441667","-75.92149722","Velocidad Viento (10 min)","m/s"
"0052055230","0103","2023-07-29T19:50:00.000","2.3","AEROPUERTO SAN LUIS - AUT","NARIÑO","ALDANA","PATÍA","0.857","-77.678","Velocidad Viento (10 min)","m/s"
"0026065502","0103","2023-07-29T19:10:00.000","1.646032","TRINIDAD LA  - AUT","CAUCA","PIENDAMÓ","CAUCA","2.750555556","-76.57916667","Velocidad Viento (10 min)","m/s"
"0052050080","0103","2023-07-29T10:00:00.000","6.3","TANGUA","NARIÑO","TANGUA","PATÍA","1.094","-77.392","Velocidad Viento (10 min)","m/s"
"0026165501","0103","2023-07-29T14:40:00.000","3.175672","EL CIPRES  - AUT","CALDAS","SALAMINA","CAUCA","5.433333333","-75.5","Velocidad Viento (10 min)","m/s"
"0026215501","0103","2023-07-29T08:40:00.000","1.810199","CONCORDIA  - AUT","ANTIOQUIA","CONCORDIA","CAUCA","6.042441667","-75.92149722","Velocidad Viento (10 min)","m/s"
"0021165501","0103","2023-07-29T21:40:00.000","7.095981","DOLORES  - AUT","TOLIMA","DOLORES","ALTO MAGDALENA","3.537155556","-74.82982778","Velocidad Viento (10 min)","m/s"
"0021115501","0103","2023-07-29T09:20:00.000","0.3214429","TELLO  - AUT","HUILA","TELLO","ALTO MAGDALENA","2.960666667","-75.02849722","Velocidad Viento (10 min)","m/s"
"3526500201","0103","2023-07-29T02:10:00.000","1.1","LA PRIMAVERA","VICHADA","LA PRIMAVERA","ORINOCO","5.48088889","-70.42130556","Velocidad Viento (10 min)","m/s"
"0023025502","0103","2023-07-29T01:50:00.000","1.475896","ALMACAFE LETRAS  - AUT","CALDAS","MANIZALES","MEDIO MAGDALENA","5.044997222","-75.33221944","Velocidad Viento (10 min)","m/s"
"0029045190","0103","2023-07-29T06:20:00.000","2.3","APTO ERNESTO CORTIZOS TX GPRS","ATLÁNTICO","SOLEDAD","BAJO MAGDALENA","10.918","-74.78","Velocidad Viento (10 min)","m/s"
"0016055501","0103","2023-07-29T10:15:00.000","3.025604","GABRIEL MARIA  - AUT","NORTE DE SANTANDER","CONVENCIÓN","CATATUMBO","8.412497222","-73.33944167","Velocidad Viento (10 min)","m/s"
"0024055501","0103","2023-07-29T11:25:00.000","2.426412","CHUCURI  - AUT","SANTANDER","SAN VICENTE DE CHUCURÍ","SOGAMOSO","6.863566667","-73.38411667","Velocidad Viento (10 min)","m/s"
"0021215501","0103","2023-07-29T19:05:00.000","0.01695198","ESPERANZA LA  - AUT","TOLIMA","IBAGUÉ","ALTO MAGDALENA","4.45","-75.25","Velocidad Viento (10 min)","m/s"
"0021165501","0103","2023-07-29T19:45:00.000","7.659538","DOLORES  - AUT","TOLIMA","DOLORES","ALTO MAGDALENA","3.537155556","-74.82982778","Velocidad Viento (10 min)","m/s"
"0021140120","0103","2023-07-29T20:30:00.000","7.8","CRUCES LAS","TOLIMA","ALPUJARRA","ALTO MAGDALENA","3.426","-74.92","Velocidad Viento (10 min)","m/s"
"0023025040","0103","2023-07-29T05:00:00.000","1.6","ALBANIA","TOLIMA","MARIQUITA","MEDIO MAGDALENA","5.286","-74.903","Velocidad Viento (10 min)","m/s"
"0024015501","0103","2023-07-29T20:00:00.000","0.35598","BERTHA  - AUT","BOYACÁ","MONIQUIRÁ","SOGAMOSO","5.882777778","-73.57333056","Velocidad Viento (10 min)","m/s"
"0028045501","0103","2023-07-29T02:00:00.000","0.5638123","PUEBLO BELLO  - AUT","CESAR","PUEBLO BELLO","CESAR","10.42166667","-73.57471944","Velocidad Viento (10 min)","m/s"
"0044055010","0103","2023-07-29T23:30:00.000","1.1","TRES ESQUINAS","CAQUETA","SOLANO","CAQUETÁ","0.738","-75.236","Velocidad Viento (10 min)","m/s"
"0016025503","0103","2023-07-29T17:10:00.000","1.136402","GRAMALOTE  - AUT","NORTE DE SANTANDER","GRAMALOTE","CATATUMBO","7.923163889","-72.83375556","Velocidad Viento (10 min)","m/s"
"0026135503","0103","2023-07-29T20:05:00.000","0.09931207","NARANJAL  - AUT","CALDAS","CHINCHINA","CAUCA","4.971944444","-75.65221944","Velocidad Viento (10 min)","m/s"
"0026135503","0103","2023-07-29T08:40:00.000","1.270555","NARANJAL  - AUT","CALDAS","CHINCHINA","CAUCA","4.971944444","-75.65221944","Velocidad Viento (10 min)","m/s"
"0026125508","0103","2023-07-29T04:50:00.000","0","LACATALINA  - AUT","RISARALDA","PEREIRA","CAUCA","4.7475","-75.73805556","Velocidad Viento (10 min)","m/s"
"0013035501","0103","2023-07-29T10:40:00.000","1.7","APTO LOS GARZONES","CÓRDOBA","MONTERÍA","SINÚ","8.826","-75.825","Velocidad Viento (10 min)","m/s"
"0021115501","0103","2023-07-29T01:35:00.000","0.01803104","TELLO  - AUT","HUILA","TELLO","ALTO MAGDALENA","2.960666667","-75.02849722","Velocidad Viento (10 min)","m/s"
"0021185080","0103","2023-07-29T11:10:00.000","1.1","VALLE DE SAN JUAN","TOLIMA","VALLE DE SAN JUAN","ALTO MAGDALENA","4.216","-75.105","Velocidad Viento (10 min)","m/s"
"0026155503","0103","2023-07-29T13:40:00.000","1.413565","PLANALTO  - AUT","CALDAS","MANIZALES","CAUCA","4.989722222","-75.58971944","Velocidad Viento (10 min)","m/s"
"0026125506","0103","2023-07-29T19:10:00.000","0.8187341","EL AGRADO  - AUT","QUINDÍO","MONTENEGRO","CAUCA","4.518333333","-75.7925","Velocidad Viento (10 min)","m/s"
"0021165501","0103","2023-07-29T17:20:00.000","4.717609","DOLORES  - AUT","TOLIMA","DOLORES","ALTO MAGDALENA","3.537155556","-74.82982778","Velocidad Viento (10 min)","m/s"
"0026125504","0103","2023-07-29T03:25:00.000","0","PARAGUAICITO  - AUT","QUINDÍO","BUENAVISTA","CAUCA","4.395555556","-75.73416667","Velocidad Viento (10 min)","m/s"
"0035060210","0103","2023-07-29T18:20:00.000","1.8","CLARAVAL","CUNDINAMARCA","JUNÍN","META","4.65","-73.641","Velocidad Viento (10 min)","m/s"
"0044035501","0103","2023-07-29T13:05:00.000","1.372298","PAUJIL  - AUT","CAQUETA","EL PAUJIL","CAQUETÁ","1.573819444","-75.3402","Velocidad Viento (10 min)","m/s"
"0024015501","0103","2023-07-29T06:05:00.000","0","BERTHA  - AUT","BOYACÁ","MONIQUIRÁ","SOGAMOSO","5.882777778","-73.57333056","Velocidad Viento (10 min)","m/s"
"0052015501","0103","2023-07-29T03:05:00.000","0.1657653","BALBOA  - AUT","CAUCA","BALBOA","PATÍA","2.125191667","-77.19266667","Velocidad Viento (10 min)","m/s"
"0026125508","0103","2023-07-29T00:00:00.000","2.009238","LACATALINA  - AUT","RISARALDA","PEREIRA","CAUCA","4.7475","-75.73805556","Velocidad Viento (10 min)","m/s"
"0035235010","0103","2023-07-29T01:00:00.000","3.8","CARDON EL","BOYACÁ","SOCOTÁ","META","6.012","-72.529","Velocidad Viento (10 min)","m/s"
"0035020300","0103","2023-07-29T06:10:00.000","0.9","GUTIERREZ","CUNDINAMARCA","GUTIÉRREZ","META","4.254","-74.003","Velocidad Viento (10 min)","m/s"
"0052055501","0103","2023-07-29T07:25:00.000","1.380278","OSPINA PEREZ  - AUT","NARIÑO","CONSACÁ","PATÍA","1.254722222","-77.48777778","Velocidad Viento (10 min)","m/s"
"0035060210","0103","2023-07-29T13:50:00.000","2.5","CLARAVAL","CUNDINAMARCA","JUNÍN","META","4.65","-73.641","Velocidad Viento (10 min)","m/s"
"0021140120","0103","2023-07-29T00:10:00.000","3.3","CRUCES LAS","TOLIMA","ALPUJARRA","ALTO MAGDALENA","3.426","-74.92","Velocidad Viento (10 min)","m/s"
"0026125506","0103","2023-07-29T00:20:00.000","0.3617114","EL AGRADO  - AUT","QUINDÍO","MONTENEGRO","CAUCA","4.518333333","-75.7925","Velocidad Viento (10 min)","m/s"
"0026125508","0103","2023-07-29T00:40:00.000","0","LACATALINA  - AUT","RISARALDA","PEREIRA","CAUCA","4.7475","-75.73805556","Velocidad Viento (10 min)","m/s"
"0026075501","0103","2023-07-29T22:55:00.000","1.206668","FLORIDA  - AUT","VALLE DEL CAUCA","FLORIDA","CAUCA","3.291469444","-76.17735833","Velocidad Viento (10 min)","m/s"
"0054035501","0103","2023-07-29T23:50:00.000","0","SANTIAGO GUTIERREZ  - AUT","VALLE DEL CAUCA","ARGELIA","SAN JUÁN","4.726388889","-76.11446944","Velocidad Viento (10 min)","m/s"
"0052015501","0103","2023-07-29T12:55:00.000","1.437571","BALBOA  - AUT","CAUCA","BALBOA","PATÍA","2.125191667","-77.19266667","Velocidad Viento (10 min)","m/s"
"0026065501","0103","2023-07-29T15:20:00.000","1.930508","JAMUNDI  - AUT","VALLE DEL CAUCA","JAMUNDÍ","CAUCA","3.215580556","-76.68021944","Velocidad Viento (10 min)","m/s"
"0026125504","0103","2023-07-29T11:00:00.000","0.733213","PARAGUAICITO  - AUT","QUINDÍO","BUENAVISTA","CAUCA","4.395555556","-75.73416667","Velocidad Viento (10 min)","m/s"
"0021105050","0103","2023-07-29T12:10:00.000","4.7","ROSALES LOS","HUILA","CAMPOALEGRE","ALTO MAGDALENA","2.603","-75.418","Velocidad Viento (10 min)","m/s"
"0021015502","0103","2023-07-29T20:25:00.000","0","SAN AGUSTIN  - AUT","HUILA","SAN AGUSTÍN","ALTO MAGDALENA","1.851416667","-76.30433056","Velocidad Viento (10 min)","m/s"
"0026205501","0103","2023-07-29T09:50:00.000","1.5096","EL ROSARIO  - AUT","ANTIOQUIA","VENECIA","CAUCA","5.625830556","-75.70527778","Velocidad Viento (10 min)","m/s"
"0015085030","0103","2023-07-29T15:00:00.000","4.9","ESCUELA AGRICOLA CARRAIPIA  - AUT","LA GUAJIRA","MAICAO","CARIBE - GUAJIRA","11.21675","-72.35994444","Velocidad Viento (10 min)","m/s"
"0021055501","0103","2023-07-29T02:10:00.000","0.5289355","SIMON CAMPOS  - AUT","HUILA","LA PLATA","ALTO MAGDALENA","2.345830556","-75.87805556","Velocidad Viento (10 min)","m/s"
"0026175501","0103","2023-07-29T16:10:00.000","0.9127105","RAFAEL ESCOBAR  - AUT","CALDAS","SUPIA","CAUCA","5.45","-75.63305556","Velocidad Viento (10 min)","m/s"
"0021205502","0103","2023-07-29T03:10:00.000","1.573349","MISIONES  - AUT","CUNDINAMARCA","EL COLEGIO","ALTO MAGDALENA","4.544997222","-74.44055556","Velocidad Viento (10 min)","m/s"
"0024055501","0103","2023-07-29T22:35:00.000","3.714244","CHUCURI  - AUT","SANTANDER","SAN VICENTE DE CHUCURÍ","SOGAMOSO","6.863566667","-73.38411667","Velocidad Viento (10 min)","m/s"
"0028045501","0103","2023-07-29T13:50:00.000","2.832252","PUEBLO BELLO  - AUT","CESAR","PUEBLO BELLO","CESAR","10.42166667","-73.57471944","Velocidad Viento (10 min)","m/s"
"0013035501","0103","2023-07-29T12:00:00.000","1.2","APTO LOS GARZONES","CÓRDOBA","MONTERÍA","SINÚ","8.826","-75.825","Velocidad Viento (10 min)","m/s"
"0021185501","0103","2023-07-29T08:40:00.000","1.027948","ROVIRA  - AUT","TOLIMA","ROVIRA","ALTO MAGDALENA","4.266666667","-75.28305556","Velocidad Viento (10 min)","m/s"
"0052055090","0103","2023-07-29T06:10:00.000","4.3","SINDAGUA","NARIÑO","TANGUA","PATÍA","1.108","-77.389","Velocidad Viento (10 min)","m/s"
"0024055501","0103","2023-07-29T20:30:00.000","3.03368","CHUCURI  - AUT","SANTANDER","SAN VICENTE DE CHUCURÍ","SOGAMOSO","6.863566667","-73.38411667","Velocidad Viento (10 min)","m/s"
"0032075501","0103","2023-07-29T01:00:00.000","0","LEJANIAS  - AUT","META","LEJANÍAS","GUAVIARE","3.51995","-74.08978611","Velocidad Viento (10 min)","m/s"
"0015015100","0103","2023-07-29T03:50:00.000","0.6","PARQUE TAYRONA","MAGDALENA","SANTA MARTA","CARIBE - GUAJIRA","11.31","-73.933","Velocidad Viento (10 min)","m/s"
"0052055501","0103","2023-07-29T02:30:00.000","0.6640931","OSPINA PEREZ  - AUT","NARIÑO","CONSACÁ","PATÍA","1.254722222","-77.48777778","Velocidad Viento (10 min)","m/s"
"0044015501","0103","2023-07-29T20:20:00.000","1.247599","MOCOA  - AUT","PUTUMAYO","MOCOA","CAQUETÁ","1.084997222","-76.70763889","Velocidad Viento (10 min)","m/s"
"0052050080","0103","2023-07-29T05:50:00.000","2.7","TANGUA","NARIÑO","TANGUA","PATÍA","1.094","-77.392","Velocidad Viento (10 min)","m/s"
"0026175501","0103","2023-07-29T03:20:00.000","0","RAFAEL ESCOBAR  - AUT","CALDAS","SUPIA","CAUCA","5.45","-75.63305556","Velocidad Viento (10 min)","m/s"
"0023085501","0103","2023-07-29T23:05:00.000","0","COCORNA  - AUT","ANTIOQUIA","COCORNÁ","MEDIO MAGDALENA","6.061941667","-75.18666667","Velocidad Viento (10 min)","m/s"
"0035235010","0103","2023-07-29T09:50:00.000","6.6","CARDON EL","BOYACÁ","SOCOTÁ","META","6.012","-72.529","Velocidad Viento (10 min)","m/s"
"0044035501","0103","2023-07-29T00:30:00.000","1.288664","PAUJIL  - AUT","CAQUETA","EL PAUJIL","CAQUETÁ","1.573819444","-75.3402","Velocidad Viento (10 min)","m/s"
"0035060210","0103","2023-07-29T16:00:00.000","1.2","CLARAVAL","CUNDINAMARCA","JUNÍN","META","4.65","-73.641","Velocidad Viento (10 min)","m/s"
"0026145504","0103","2023-07-29T09:20:00.000","0.545898","OSPIRMA  - AUT","RISARALDA","GUÁTICA","CAUCA","5.325552778","-75.812775","Velocidad Viento (10 min)","m/s"
"0017025020","0103","2023-07-29T18:50:00.000","4.5","AEROPUERTO EL EMBRUJO","ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA","SAN ANDRES Y  PROVIDENCIA (SANTA ISABEL)","ISLAS CARIBE","13.36","-81.358","Velocidad Viento (10 min)","m/s"
"0021165501","0103","2023-07-29T22:35:00.000","8.002427","DOLORES  - AUT","TOLIMA","DOLORES","ALTO MAGDALENA","3.537155556","-74.82982778","Velocidad Viento (10 min)","m/s"
"0026125502","0103","2023-07-29T23:50:00.000","0.1531877","CAICEDONIA  - AUT","VALLE DEL CAUCA","CAICEDONIA","CAUCA","4.297558333","-75.86396111","Velocidad Viento (10 min)","m/s"
"0026165501","0103","2023-07-29T20:15:00.000","2.853528","EL CIPRES  - AUT","CALDAS","SALAMINA","CAUCA","5.433333333","-75.5","Velocidad Viento (10 min)","m/s"
"0026135503","0103","2023-07-29T08:10:00.000","0","NARANJAL  - AUT","CALDAS","CHINCHINA","CAUCA","4.971944444","-75.65221944","Velocidad Viento (10 min)","m/s"
"0035215020","0103","2023-07-29T22:30:00.000","1.2","APTO YOPAL","CASANARE","YOPAL","META","5.32","-72.388","Velocidad Viento (10 min)","m/s"
"0021065040","0103","2023-07-29T12:30:00.000","0.7","ZULUAGA","HUILA","GARZÓN","ALTO MAGDALENA","2.252","-75.529","Velocidad Viento (10 min)","m/s"
